transaction_id,timestamp,transaction_type,amount,account_id,merchant,location,hour,day_of_week,is_weekend,hourly_velocity,is_fraud
TXN00003000,2025-05-19 00:44:40.062831,CARD_PAYMENT,127.99,ACC9811,MERCHANT_293,NEW_YORK,0,0,0,1,0
TXN00003001,2025-05-20 16:11:54.062831,ONLINE_PURCHASE,33.37,ACC8817,MERCHANT_284,INTERNATIONAL,16,1,0,1,1
TXN00003002,2025-05-08 02:19:41.062831,ATM_WITHDRAWAL,137.16,ACC6936,MERCHANT_423,CHICAGO,2,3,0,1,0
TXN00003003,2025-05-18 09:28:27.062831,CARD_PAYMENT,150.03,ACC6671,MERCHANT_19,LOS_ANGELES,9,6,1,1,0
TXN00003004,2025-05-09 19:49:31.062831,WIRE_TRANSFER,279.86,ACC6492,MERCHANT_116,LOS_ANGELES,19,4,0,1,0
TXN00003005,2025-05-14 04:19:42.062831,CARD_PAYMENT,42.54,ACC1826,MERCHANT_318,PHOENIX,4,2,0,1,0
TXN00003006,2025-05-07 15:50:00.062831,ONLINE_PURCHASE,185.02,ACC5204,MERCHANT_296,LOS_ANGELES,15,2,0,1,0
TXN00003007,2025-06-01 13:21:47.062831,ONLINE_PURCHASE,101.94,ACC2866,MERCHANT_232,ONLINE,13,6,1,1,1
TXN00003008,2025-05-18 07:45:03.062831,ONLINE_PURCHASE,136.77,ACC9322,MERCHANT_320,PHOENIX,7,6,1,1,0
TXN00003009,2025-05-26 17:21:00.062831,CARD_PAYMENT,101.07,ACC7061,MERCHANT_384,CHICAGO,17,0,0,1,0
TXN00003010,2025-05-14 21:31:59.062831,CARD_PAYMENT,24.38,ACC8312,MERCHANT_154,INTERNATIONAL,21,2,0,1,0
TXN00003011,2025-05-18 13:19:29.062831,DIRECT_DEPOSIT,146.15,ACC1732,MERCHANT_119,PHOENIX,13,6,1,1,0
TXN00003012,2025-05-21 07:51:28.062831,ONLINE_PURCHASE,80.15,ACC8249,MERCHANT_393,PHOENIX,7,2,0,1,0
TXN00003013,2025-05-16 06:02:23.062831,CARD_PAYMENT,100.34,ACC9703,MERCHANT_319,HOUSTON,6,4,0,1,0
TXN00003014,2025-05-08 12:09:33.062831,ONLINE_PURCHASE,137.33,ACC2420,MERCHANT_258,HOUSTON,12,3,0,1,0
TXN00003015,2025-05-21 09:30:47.062831,ONLINE_PURCHASE,27.8,ACC7697,MERCHANT_26,PHOENIX,9,2,0,1,0
TXN00003016,2025-05-28 23:25:36.062831,CARD_PAYMENT,63.67,ACC2113,MERCHANT_63,ONLINE,23,2,0,1,0
TXN00003017,2025-05-08 14:43:56.062831,CARD_PAYMENT,181.78,ACC2244,MERCHANT_357,LOS_ANGELES,14,3,0,1,0
TXN00003018,2025-06-02 02:57:08.062831,ONLINE_PURCHASE,397.59,ACC3537,MERCHANT_22,NEW_YORK,2,0,0,1,0
TXN00003019,2025-05-17 14:41:45.062831,ATM_WITHDRAWAL,237.81,ACC9580,MERCHANT_113,INTERNATIONAL,14,5,1,1,0
TXN00003020,2025-05-14 02:37:05.062831,CARD_PAYMENT,296.52,ACC5555,MERCHANT_173,NEW_YORK,2,2,0,1,0
TXN00003021,2025-05-11 09:27:50.062831,ONLINE_PURCHASE,65.41,ACC6011,MERCHANT_457,CHICAGO,9,6,1,1,0
TXN00003022,2025-05-19 09:47:53.062831,ONLINE_PURCHASE,1.53,ACC4788,MERCHANT_108,PHOENIX,9,0,0,1,0
TXN00003023,2025-05-15 00:35:02.062831,CARD_PAYMENT,229.89,ACC4646,MERCHANT_160,NEW_YORK,0,3,0,1,0
TXN00003024,2025-05-15 18:59:57.062831,ATM_WITHDRAWAL,501.08,ACC4930,MERCHANT_232,CHICAGO,18,3,0,1,0
TXN00003025,2025-05-30 06:25:38.062831,CHECK_DEPOSIT,358.74,ACC4645,MERCHANT_205,HOUSTON,6,4,0,1,0
TXN00003026,2025-05-20 06:18:59.062831,WIRE_TRANSFER,191.43,ACC2483,MERCHANT_484,LOS_ANGELES,6,1,0,1,0
TXN00003027,2025-06-02 18:50:13.062831,ONLINE_PURCHASE,26.07,ACC1407,MERCHANT_258,PHOENIX,18,0,0,1,0
TXN00003028,2025-05-27 04:29:09.062831,ONLINE_PURCHASE,93.88,ACC2598,MERCHANT_91,CHICAGO,4,1,0,1,0
TXN00003029,2025-05-11 10:37:01.062831,ATM_WITHDRAWAL,175.99,ACC9750,MERCHANT_491,INTERNATIONAL,10,6,1,1,0
TXN00003030,2025-05-13 11:32:52.062831,ONLINE_PURCHASE,316.95,ACC2952,MERCHANT_219,LOS_ANGELES,11,1,0,1,0
TXN00003031,2025-05-11 10:13:40.062831,CARD_PAYMENT,188.94,ACC3498,MERCHANT_406,LOS_ANGELES,10,6,1,1,0
TXN00003032,2025-05-25 18:50:44.062831,ONLINE_PURCHASE,460.24,ACC4750,MERCHANT_116,CHICAGO,18,6,1,1,0
TXN00003033,2025-05-09 10:13:39.062831,WIRE_TRANSFER,39.47,ACC2147,MERCHANT_472,CHICAGO,10,4,0,1,0
TXN00003034,2025-05-28 12:59:22.062831,ONLINE_PURCHASE,383.01,ACC3818,MERCHANT_79,INTERNATIONAL,12,2,0,1,0
TXN00003035,2025-05-12 06:20:03.062831,ONLINE_PURCHASE,107.12,ACC1604,MERCHANT_113,ONLINE,6,0,0,1,0
TXN00003036,2025-05-17 23:39:11.062831,ONLINE_PURCHASE,266.06,ACC6919,MERCHANT_257,CHICAGO,23,5,1,1,0
TXN00003037,2025-05-18 13:44:49.062831,WIRE_TRANSFER,187.97,ACC8746,MERCHANT_22,ONLINE,13,6,1,1,0
TXN00003038,2025-05-07 16:50:07.062831,CARD_PAYMENT,374.56,ACC1555,MERCHANT_165,CHICAGO,16,2,0,1,0
TXN00003039,2025-05-22 13:14:36.062831,ATM_WITHDRAWAL,190.87,ACC7709,MERCHANT_406,HOUSTON,13,3,0,1,0
TXN00003040,2025-05-27 02:56:32.062831,ONLINE_PURCHASE,247.47,ACC2059,MERCHANT_227,PHOENIX,2,1,0,1,0
TXN00003041,2025-05-19 09:53:26.062831,DIRECT_DEPOSIT,426.39,ACC8817,MERCHANT_30,INTERNATIONAL,9,0,0,1,0
TXN00003042,2025-05-07 21:32:01.062831,DIRECT_DEPOSIT,4.12,ACC7524,MERCHANT_148,HOUSTON,21,2,0,1,0
TXN00003043,2025-05-19 03:18:22.062831,ONLINE_PURCHASE,274.59,ACC4098,MERCHANT_178,HOUSTON,3,0,0,1,0
TXN00003044,2025-05-17 17:27:37.062831,ONLINE_PURCHASE,70.09,ACC6110,MERCHANT_287,HOUSTON,17,5,1,1,0
TXN00003045,2025-05-04 13:38:41.062831,ATM_WITHDRAWAL,44.17,ACC1490,MERCHANT_292,INTERNATIONAL,13,6,1,1,0
TXN00003046,2025-05-17 19:00:01.062831,DIRECT_DEPOSIT,15.98,ACC2606,MERCHANT_39,PHOENIX,19,5,1,1,0
TXN00003047,2025-05-11 19:46:01.062831,DIRECT_DEPOSIT,78.83,ACC3943,MERCHANT_11,INTERNATIONAL,19,6,1,1,0
TXN00003048,2025-05-12 03:35:37.062831,CARD_PAYMENT,168.46,ACC9823,MERCHANT_239,HOUSTON,3,0,0,1,1
TXN00003049,2025-05-26 11:56:20.062831,CARD_PAYMENT,100.52,ACC6716,MERCHANT_201,NEW_YORK,11,0,0,1,0
TXN00003050,2025-05-05 19:37:14.062831,ONLINE_PURCHASE,4.58,ACC5616,MERCHANT_431,HOUSTON,19,0,0,1,0
TXN00003051,2025-05-05 17:28:14.062831,WIRE_TRANSFER,441.13,ACC4560,MERCHANT_443,PHOENIX,17,0,0,1,0
TXN00003052,2025-05-29 20:29:03.062831,CARD_PAYMENT,387.34,ACC6935,MERCHANT_286,CHICAGO,20,3,0,1,0
TXN00003053,2025-06-02 02:40:08.062831,ONLINE_PURCHASE,92.99,ACC5149,MERCHANT_391,PHOENIX,2,0,0,1,1
TXN00003054,2025-05-25 05:08:14.062831,WIRE_TRANSFER,577.35,ACC8682,MERCHANT_42,INTERNATIONAL,5,6,1,1,0
TXN00003055,2025-05-06 22:01:04.062831,ATM_WITHDRAWAL,132.1,ACC8471,MERCHANT_421,LOS_ANGELES,22,1,0,1,0
TXN00003056,2025-05-23 06:10:24.062831,WIRE_TRANSFER,81.82,ACC6735,MERCHANT_189,PHOENIX,6,4,0,1,0
TXN00003057,2025-05-12 23:42:17.062831,CARD_PAYMENT,75.08,ACC8209,MERCHANT_460,INTERNATIONAL,23,0,0,1,1
TXN00003058,2025-05-17 16:36:49.062831,ONLINE_PURCHASE,121.95,ACC4958,MERCHANT_251,LOS_ANGELES,16,5,1,1,0
TXN00003059,2025-06-02 05:15:08.062831,ONLINE_PURCHASE,3.15,ACC1500,MERCHANT_71,LOS_ANGELES,5,0,0,1,0
TXN00003060,2025-05-19 22:40:23.062831,CARD_PAYMENT,50.17,ACC2281,MERCHANT_158,NEW_YORK,22,0,0,1,0
TXN00003061,2025-05-05 13:06:32.062831,CHECK_DEPOSIT,111.2,ACC2716,MERCHANT_453,ONLINE,13,0,0,1,0
TXN00003062,2025-05-17 07:25:08.062831,CARD_PAYMENT,92.4,ACC6356,MERCHANT_75,INTERNATIONAL,7,5,1,1,0
TXN00003063,2025-05-20 18:19:45.062831,ONLINE_PURCHASE,156.04,ACC2695,MERCHANT_355,NEW_YORK,18,1,0,1,0
TXN00003064,2025-06-01 11:15:35.062831,ATM_WITHDRAWAL,410.49,ACC5341,MERCHANT_155,NEW_YORK,11,6,1,1,0
TXN00003065,2025-05-14 10:30:32.062831,ATM_WITHDRAWAL,575.52,ACC8798,MERCHANT_212,LOS_ANGELES,10,2,0,1,0
TXN00003066,2025-05-05 08:17:38.062831,CARD_PAYMENT,134.06,ACC1208,MERCHANT_294,CHICAGO,8,0,0,1,0
TXN00003067,2025-05-11 08:20:26.062831,WIRE_TRANSFER,63.32,ACC9169,MERCHANT_175,INTERNATIONAL,8,6,1,1,0
TXN00003068,2025-05-18 21:53:56.062831,CARD_PAYMENT,281.84,ACC9995,MERCHANT_209,HOUSTON,21,6,1,1,0
TXN00003069,2025-05-09 00:13:39.062831,CARD_PAYMENT,18.35,ACC7597,MERCHANT_199,NEW_YORK,0,4,0,1,0
TXN00003070,2025-05-18 11:47:13.062831,CARD_PAYMENT,17.34,ACC1422,MERCHANT_298,PHOENIX,11,6,1,1,0
TXN00003071,2025-05-28 14:21:55.062831,CHECK_DEPOSIT,147.52,ACC8313,MERCHANT_38,INTERNATIONAL,14,2,0,1,0
TXN00003072,2025-05-15 09:27:00.062831,ATM_WITHDRAWAL,208.13,ACC5031,MERCHANT_67,LOS_ANGELES,9,3,0,1,0
TXN00003073,2025-05-06 07:24:07.062831,CARD_PAYMENT,4.05,ACC3214,MERCHANT_444,ONLINE,7,1,0,1,0
TXN00003074,2025-05-26 02:23:33.062831,ONLINE_PURCHASE,66.58,ACC4514,MERCHANT_469,LOS_ANGELES,2,0,0,1,0
TXN00003075,2025-05-04 16:09:58.062831,ONLINE_PURCHASE,248.74,ACC1992,MERCHANT_13,HOUSTON,16,6,1,1,0
TXN00003076,2025-05-28 13:25:12.062831,ONLINE_PURCHASE,218.22,ACC4724,MERCHANT_328,PHOENIX,13,2,0,1,0
TXN00003077,2025-05-31 05:46:51.062831,ATM_WITHDRAWAL,223.03,ACC9624,MERCHANT_66,CHICAGO,5,5,1,1,1
TXN00003078,2025-05-20 08:03:02.062831,ONLINE_PURCHASE,179.14,ACC1498,MERCHANT_290,ONLINE,8,1,0,1,0
TXN00003079,2025-05-21 08:36:06.062831,ONLINE_PURCHASE,5.33,ACC4510,MERCHANT_448,LOS_ANGELES,8,2,0,1,1
TXN00003080,2025-05-08 16:50:54.062831,ONLINE_PURCHASE,377.01,ACC1149,MERCHANT_485,ONLINE,16,3,0,1,0
TXN00003081,2025-05-12 17:51:55.062831,ONLINE_PURCHASE,236.96,ACC7317,MERCHANT_65,ONLINE,17,0,0,1,0
TXN00003082,2025-05-22 08:36:13.062831,CHECK_DEPOSIT,348.45,ACC2684,MERCHANT_72,ONLINE,8,3,0,1,0
TXN00003083,2025-05-30 21:35:00.062831,CHECK_DEPOSIT,284.41,ACC7696,MERCHANT_100,CHICAGO,21,4,0,1,0
TXN00003084,2025-05-05 10:15:33.062831,ATM_WITHDRAWAL,193.45,ACC2489,MERCHANT_26,NEW_YORK,10,0,0,1,0
TXN00003085,2025-05-11 22:50:40.062831,WIRE_TRANSFER,8.97,ACC3496,MERCHANT_418,NEW_YORK,22,6,1,1,0
TXN00003086,2025-05-21 17:14:52.062831,ATM_WITHDRAWAL,183.78,ACC4191,MERCHANT_321,HOUSTON,17,2,0,1,0
TXN00003087,2025-05-09 02:38:13.062831,ONLINE_PURCHASE,175.87,ACC2933,MERCHANT_206,PHOENIX,2,4,0,1,0
TXN00003088,2025-05-27 02:53:25.062831,CARD_PAYMENT,53.2,ACC9244,MERCHANT_348,HOUSTON,2,1,0,1,0
TXN00003089,2025-05-19 11:32:32.062831,ONLINE_PURCHASE,514.45,ACC3643,MERCHANT_214,CHICAGO,11,0,0,1,0
TXN00003090,2025-05-20 09:30:55.062831,ONLINE_PURCHASE,292.2,ACC6366,MERCHANT_331,INTERNATIONAL,9,1,0,1,0
TXN00003091,2025-05-15 12:38:01.062831,ONLINE_PURCHASE,91.87,ACC1455,MERCHANT_161,HOUSTON,12,3,0,1,0
TXN00003092,2025-05-31 07:30:35.062831,CARD_PAYMENT,142.43,ACC4252,MERCHANT_131,NEW_YORK,7,5,1,1,0
TXN00003093,2025-05-13 09:23:37.062831,ONLINE_PURCHASE,114.58,ACC6181,MERCHANT_12,CHICAGO,9,1,0,1,0
TXN00003094,2025-05-08 12:42:46.062831,CARD_PAYMENT,59.56,ACC6231,MERCHANT_265,ONLINE,12,3,0,1,0
TXN00003095,2025-05-16 14:37:38.062831,CHECK_DEPOSIT,198.13,ACC7807,MERCHANT_123,HOUSTON,14,4,0,1,0
TXN00003096,2025-05-19 05:24:17.062831,CARD_PAYMENT,75.05,ACC1674,MERCHANT_359,HOUSTON,5,0,0,1,1
TXN00003097,2025-05-15 15:51:54.062831,CARD_PAYMENT,87.99,ACC5581,MERCHANT_285,PHOENIX,15,3,0,1,0
TXN00003098,2025-05-30 03:57:35.062831,ONLINE_PURCHASE,342.61,ACC3106,MERCHANT_232,CHICAGO,3,4,0,1,1
TXN00003099,2025-05-29 22:31:06.062831,ONLINE_PURCHASE,162.59,ACC3024,MERCHANT_56,INTERNATIONAL,22,3,0,1,0
TXN00003100,2025-05-23 13:45:59.062831,DIRECT_DEPOSIT,7.06,ACC9718,MERCHANT_19,ONLINE,13,4,0,1,0
TXN00003101,2025-05-14 05:40:59.062831,DIRECT_DEPOSIT,302.42,ACC1309,MERCHANT_127,ONLINE,5,2,0,1,1
TXN00003102,2025-05-30 05:17:34.062831,ONLINE_PURCHASE,194.63,ACC5825,MERCHANT_416,INTERNATIONAL,5,4,0,1,0
TXN00003103,2025-05-20 17:15:51.062831,CARD_PAYMENT,410.33,ACC6786,MERCHANT_396,LOS_ANGELES,17,1,0,1,0
TXN00003104,2025-05-25 14:18:31.062831,ONLINE_PURCHASE,264.13,ACC6724,MERCHANT_341,PHOENIX,14,6,1,1,0
TXN00003105,2025-05-13 05:59:03.062831,ONLINE_PURCHASE,121.97,ACC9665,MERCHANT_111,NEW_YORK,5,1,0,1,1
TXN00003106,2025-05-27 05:19:48.062831,ATM_WITHDRAWAL,662.37,ACC6689,MERCHANT_134,PHOENIX,5,1,0,1,0
TXN00003107,2025-05-12 03:27:25.062831,CHECK_DEPOSIT,248.01,ACC5366,MERCHANT_388,LOS_ANGELES,3,0,0,1,0
TXN00003108,2025-05-31 22:35:47.062831,CARD_PAYMENT,9.28,ACC3966,MERCHANT_207,PHOENIX,22,5,1,1,0
TXN00003109,2025-05-07 08:55:28.062831,CHECK_DEPOSIT,411.23,ACC4689,MERCHANT_123,ONLINE,8,2,0,1,0
TXN00003110,2025-05-12 13:36:50.062831,CARD_PAYMENT,143.78,ACC9959,MERCHANT_354,INTERNATIONAL,13,0,0,1,0
TXN00003111,2025-05-21 18:04:44.062831,CHECK_DEPOSIT,157.12,ACC7321,MERCHANT_359,LOS_ANGELES,18,2,0,1,0
TXN00003112,2025-05-08 09:35:18.062831,CARD_PAYMENT,130.55,ACC9848,MERCHANT_43,CHICAGO,9,3,0,1,0
TXN00003113,2025-05-30 15:54:08.062831,ONLINE_PURCHASE,90.01,ACC8141,MERCHANT_230,INTERNATIONAL,15,4,0,1,0
TXN00003114,2025-05-25 15:48:40.062831,ONLINE_PURCHASE,385.26,ACC6631,MERCHANT_262,HOUSTON,15,6,1,1,0
TXN00003115,2025-05-19 16:20:30.062831,CARD_PAYMENT,21.5,ACC6153,MERCHANT_91,PHOENIX,16,0,0,1,0
TXN00003116,2025-05-07 02:35:46.062831,CARD_PAYMENT,165.4,ACC7172,MERCHANT_214,INTERNATIONAL,2,2,0,1,1
TXN00003117,2025-05-29 01:16:48.062831,ATM_WITHDRAWAL,39.35,ACC9824,MERCHANT_157,LOS_ANGELES,1,3,0,1,0
TXN00003118,2025-06-02 11:07:39.062831,ONLINE_PURCHASE,528.42,ACC3692,MERCHANT_159,INTERNATIONAL,11,0,0,1,0
TXN00003119,2025-06-01 13:09:03.062831,ONLINE_PURCHASE,197.94,ACC6429,MERCHANT_272,LOS_ANGELES,13,6,1,1,0
TXN00003120,2025-06-01 12:24:17.062831,CARD_PAYMENT,54.47,ACC2597,MERCHANT_461,LOS_ANGELES,12,6,1,1,0
TXN00003121,2025-05-19 03:00:52.062831,ATM_WITHDRAWAL,272.08,ACC2705,MERCHANT_17,LOS_ANGELES,3,0,0,1,0
TXN00003122,2025-05-04 16:04:43.062831,ONLINE_PURCHASE,378.31,ACC3498,MERCHANT_479,HOUSTON,16,6,1,1,0
TXN00003123,2025-05-18 15:36:31.062831,DIRECT_DEPOSIT,122.21,ACC2576,MERCHANT_252,ONLINE,15,6,1,1,0
TXN00003124,2025-06-02 04:43:14.062831,ATM_WITHDRAWAL,293.36,ACC7797,MERCHANT_334,PHOENIX,4,0,0,1,0
TXN00003125,2025-05-31 05:08:09.062831,ATM_WITHDRAWAL,86.6,ACC8072,MERCHANT_391,PHOENIX,5,5,1,1,0
TXN00003126,2025-05-31 16:48:52.062831,CARD_PAYMENT,269.5,ACC6456,MERCHANT_108,LOS_ANGELES,16,5,1,1,0
TXN00003127,2025-05-17 04:26:18.062831,ONLINE_PURCHASE,184.58,ACC6484,MERCHANT_390,PHOENIX,4,5,1,1,1
TXN00003128,2025-05-17 10:19:58.062831,CARD_PAYMENT,169.89,ACC4691,MERCHANT_9,PHOENIX,10,5,1,1,0
TXN00003129,2025-05-07 16:44:21.062831,ATM_WITHDRAWAL,90.28,ACC5293,MERCHANT_278,CHICAGO,16,2,0,1,0
TXN00003130,2025-05-12 14:00:21.062831,CARD_PAYMENT,253.19,ACC6601,MERCHANT_215,HOUSTON,14,0,0,1,0
TXN00003131,2025-05-30 07:43:52.062831,CHECK_DEPOSIT,147.06,ACC7260,MERCHANT_328,PHOENIX,7,4,0,1,0
TXN00003132,2025-05-08 22:49:43.062831,CHECK_DEPOSIT,244.4,ACC6313,MERCHANT_143,LOS_ANGELES,22,3,0,1,0
TXN00003133,2025-05-07 23:22:25.062831,DIRECT_DEPOSIT,64.17,ACC6014,MERCHANT_289,NEW_YORK,23,2,0,1,0
TXN00003134,2025-05-14 07:29:05.062831,ATM_WITHDRAWAL,65.54,ACC7165,MERCHANT_178,PHOENIX,7,2,0,1,0
TXN00003135,2025-05-14 10:41:05.062831,DIRECT_DEPOSIT,1.69,ACC9443,MERCHANT_316,HOUSTON,10,2,0,1,0
TXN00003136,2025-05-11 16:26:35.062831,CARD_PAYMENT,94.9,ACC5688,MERCHANT_84,HOUSTON,16,6,1,1,0
TXN00003137,2025-06-01 08:29:56.062831,ONLINE_PURCHASE,226.87,ACC1571,MERCHANT_347,NEW_YORK,8,6,1,1,0
TXN00003138,2025-05-22 08:49:45.062831,ATM_WITHDRAWAL,292.48,ACC8821,MERCHANT_209,PHOENIX,8,3,0,1,0
TXN00003139,2025-05-04 05:41:41.062831,CARD_PAYMENT,225.31,ACC1266,MERCHANT_163,NEW_YORK,5,6,1,1,0
TXN00003140,2025-05-17 19:01:56.062831,ONLINE_PURCHASE,396.49,ACC9628,MERCHANT_479,ONLINE,19,5,1,1,0
TXN00003141,2025-05-24 20:02:01.062831,ATM_WITHDRAWAL,178.94,ACC5909,MERCHANT_1,NEW_YORK,20,5,1,1,0
TXN00003142,2025-05-08 07:22:50.062831,ONLINE_PURCHASE,191.36,ACC2075,MERCHANT_93,HOUSTON,7,3,0,1,0
TXN00003143,2025-05-21 13:46:58.062831,ONLINE_PURCHASE,86.68,ACC3968,MERCHANT_437,NEW_YORK,13,2,0,1,0
TXN00003144,2025-05-20 01:51:52.062831,ONLINE_PURCHASE,138.33,ACC7674,MERCHANT_384,ONLINE,1,1,0,1,0
TXN00003145,2025-05-23 14:24:32.062831,ONLINE_PURCHASE,279.25,ACC8809,MERCHANT_28,LOS_ANGELES,14,4,0,1,1
TXN00003146,2025-05-13 08:39:14.062831,ONLINE_PURCHASE,454.87,ACC2928,MERCHANT_451,PHOENIX,8,1,0,1,0
TXN00003147,2025-05-18 23:40:03.062831,ONLINE_PURCHASE,242.2,ACC7540,MERCHANT_480,LOS_ANGELES,23,6,1,1,0
TXN00003148,2025-05-23 00:14:15.062831,CARD_PAYMENT,218.71,ACC5128,MERCHANT_235,LOS_ANGELES,0,4,0,1,0
TXN00003149,2025-05-14 01:52:03.062831,CARD_PAYMENT,198.61,ACC4635,MERCHANT_166,INTERNATIONAL,1,2,0,1,1
TXN00003150,2025-05-22 16:53:16.062831,ATM_WITHDRAWAL,399.22,ACC1075,MERCHANT_440,ONLINE,16,3,0,1,0
TXN00003151,2025-05-14 15:01:02.062831,ONLINE_PURCHASE,146.2,ACC6359,MERCHANT_431,LOS_ANGELES,15,2,0,1,0
TXN00003152,2025-05-18 18:15:44.062831,CARD_PAYMENT,150.48,ACC4340,MERCHANT_485,CHICAGO,18,6,1,1,0
TXN00003153,2025-06-01 18:41:53.062831,CARD_PAYMENT,247.7,ACC5010,MERCHANT_243,CHICAGO,18,6,1,1,0
TXN00003154,2025-05-13 16:24:50.062831,ONLINE_PURCHASE,314.1,ACC6804,MERCHANT_159,ONLINE,16,1,0,1,0
TXN00003155,2025-06-02 02:04:10.062831,CARD_PAYMENT,97.36,ACC7319,MERCHANT_246,ONLINE,2,0,0,1,0
TXN00003156,2025-05-30 11:48:36.062831,ONLINE_PURCHASE,50.94,ACC8650,MERCHANT_70,NEW_YORK,11,4,0,1,0
TXN00003157,2025-05-30 05:20:07.062831,DIRECT_DEPOSIT,119.81,ACC7165,MERCHANT_248,ONLINE,5,4,0,1,1
TXN00003158,2025-05-19 21:52:27.062831,WIRE_TRANSFER,276.48,ACC7209,MERCHANT_270,INTERNATIONAL,21,0,0,1,0
TXN00003159,2025-05-06 01:35:13.062831,ONLINE_PURCHASE,23.69,ACC4122,MERCHANT_194,CHICAGO,1,1,0,1,0
TXN00003160,2025-05-04 13:30:00.062831,WIRE_TRANSFER,197.8,ACC7997,MERCHANT_77,HOUSTON,13,6,1,1,0
TXN00003161,2025-05-12 16:07:54.062831,CARD_PAYMENT,125.05,ACC2033,MERCHANT_92,ONLINE,16,0,0,1,0
TXN00003162,2025-05-26 15:46:55.062831,ONLINE_PURCHASE,374.04,ACC9904,MERCHANT_447,ONLINE,15,0,0,1,0
TXN00003163,2025-05-24 00:11:28.062831,CHECK_DEPOSIT,19.58,ACC8840,MERCHANT_85,PHOENIX,0,5,1,1,0
TXN00003164,2025-05-08 01:02:40.062831,CARD_PAYMENT,145.86,ACC9691,MERCHANT_76,PHOENIX,1,3,0,1,0
TXN00003165,2025-05-24 17:39:16.062831,ATM_WITHDRAWAL,486.54,ACC5997,MERCHANT_350,LOS_ANGELES,17,5,1,1,0
TXN00003166,2025-06-02 10:30:21.062831,WIRE_TRANSFER,137.6,ACC4324,MERCHANT_26,INTERNATIONAL,10,0,0,1,1
TXN00003167,2025-05-20 09:54:10.062831,ONLINE_PURCHASE,148.25,ACC3746,MERCHANT_346,PHOENIX,9,1,0,1,0
TXN00003168,2025-05-08 17:52:14.062831,ONLINE_PURCHASE,205.4,ACC3742,MERCHANT_27,NEW_YORK,17,3,0,1,0
TXN00003169,2025-06-01 07:53:05.062831,WIRE_TRANSFER,245.68,ACC5783,MERCHANT_58,PHOENIX,7,6,1,1,0
TXN00003170,2025-05-24 13:01:40.062831,ONLINE_PURCHASE,478.13,ACC2569,MERCHANT_486,HOUSTON,13,5,1,1,0
TXN00003171,2025-05-11 10:59:45.062831,CARD_PAYMENT,95.41,ACC9846,MERCHANT_448,LOS_ANGELES,10,6,1,1,0
TXN00003172,2025-06-02 15:32:52.062831,CARD_PAYMENT,494.2,ACC5682,MERCHANT_53,CHICAGO,15,0,0,1,0
TXN00003173,2025-05-20 12:25:56.062831,ONLINE_PURCHASE,137.74,ACC9718,MERCHANT_346,PHOENIX,12,1,0,1,0
TXN00003174,2025-05-06 13:17:07.062831,ONLINE_PURCHASE,13.1,ACC7875,MERCHANT_105,PHOENIX,13,1,0,1,0
TXN00003175,2025-05-30 04:59:13.062831,ONLINE_PURCHASE,198.73,ACC4670,MERCHANT_29,NEW_YORK,4,4,0,1,1
TXN00003176,2025-06-01 19:21:40.062831,CARD_PAYMENT,93.2,ACC1402,MERCHANT_369,LOS_ANGELES,19,6,1,1,0
TXN00003177,2025-05-08 05:34:54.062831,ATM_WITHDRAWAL,229.21,ACC5804,MERCHANT_120,LOS_ANGELES,5,3,0,1,1
TXN00003178,2025-05-17 11:33:41.062831,DIRECT_DEPOSIT,314.88,ACC6161,MERCHANT_382,LOS_ANGELES,11,5,1,1,0
TXN00003179,2025-05-08 08:07:36.062831,ATM_WITHDRAWAL,274.69,ACC2964,MERCHANT_149,HOUSTON,8,3,0,1,0
TXN00003180,2025-05-20 20:29:47.062831,ONLINE_PURCHASE,293.04,ACC9941,MERCHANT_6,ONLINE,20,1,0,1,0
TXN00003181,2025-05-25 17:50:35.062831,CARD_PAYMENT,137.74,ACC4275,MERCHANT_63,HOUSTON,17,6,1,1,0
TXN00003182,2025-05-17 16:46:47.062831,ONLINE_PURCHASE,245.37,ACC2993,MERCHANT_396,NEW_YORK,16,5,1,1,0
TXN00003183,2025-05-14 23:14:26.062831,ONLINE_PURCHASE,87.14,ACC8249,MERCHANT_195,HOUSTON,23,2,0,1,0
TXN00003184,2025-05-17 05:34:20.062831,CHECK_DEPOSIT,107.12,ACC7488,MERCHANT_104,NEW_YORK,5,5,1,1,0
TXN00003185,2025-05-31 23:11:11.062831,ONLINE_PURCHASE,233.57,ACC2749,MERCHANT_473,ONLINE,23,5,1,1,0
TXN00003186,2025-05-17 01:45:29.062831,ONLINE_PURCHASE,359.23,ACC9628,MERCHANT_180,INTERNATIONAL,1,5,1,1,0
TXN00003187,2025-05-29 10:02:18.062831,CARD_PAYMENT,387.27,ACC4554,MERCHANT_287,NEW_YORK,10,3,0,1,0
TXN00003188,2025-05-07 04:48:22.062831,CARD_PAYMENT,132.28,ACC7716,MERCHANT_180,PHOENIX,4,2,0,1,0
TXN00003189,2025-05-14 05:09:19.062831,ONLINE_PURCHASE,333.47,ACC6673,MERCHANT_382,ONLINE,5,2,0,1,0
TXN00003190,2025-05-13 20:05:58.062831,CARD_PAYMENT,328.31,ACC3095,MERCHANT_483,ONLINE,20,1,0,1,0
TXN00003191,2025-05-17 08:10:52.062831,CARD_PAYMENT,270.22,ACC5000,MERCHANT_487,ONLINE,8,5,1,1,0
