step,type,amount,nameOrig,oldbalanceOrig,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,hour,day,amount_to_balance_ratio,balance_change_orig,balance_change_dest
576,PAYMENT,1.44,C000005678,6212.1,6210.66,C000019136,1532.98,1534.42,0,0,25,0.0002317683603998004,-1.4400000000005093,1.4400000000000546
258,DEBIT,488.33,C000005679,11581.15,11092.82,C000017964,40.92,40.92,0,18,11,0.04216229283854898,-488.3299999999999,0.0
121,TRANSFER,215.4,C000005680,554.91,339.51,C000017967,366.29,581.69,0,1,6,0.3874727923584753,-215.39999999999998,215.40000000000003
54,CASH_OUT,1239.03,C000005681,3131.89,1892.86,C000010228,1045.36,1045.36,1,6,3,0.3954910641612058,-1239.03,0.0
331,DEBIT,262.37,C000005682,555.35,292.98,C000011977,523.67,523.67,0,19,14,0.47159162397771187,-262.37,0.0
241,DEBIT,166.87,C000005683,570.0,403.13,C000012219,358.98,358.98,0,1,11,0.29224168126094574,-166.87,0.0
530,DEBIT,1419.15,C000005684,5177.6,3758.45,C000019713,320.76,320.76,0,2,23,0.2740412466689839,-1419.1500000000005,0.0
483,PAYMENT,1877.25,C000005685,12334.13,10456.88,C000013317,1901.96,3779.21,0,3,21,0.1521872894732362,-1877.25,1877.25
187,PAYMENT,9.27,C000005686,2228.82,2219.55,C000011985,2062.76,2072.03,0,19,8,0.004157286238351077,-9.269999999999982,9.269999999999982
656,PAYMENT,28.99,C000005687,35365.8,35336.81,C000013465,1633.11,1662.1,0,8,28,0.0008196953074634968,-28.99000000000524,28.99000000000001
262,PAYMENT,120.16,C000005688,4095.63,3975.47,C000019943,1655.93,1776.09,0,22,11,0.029331426074602783,-120.16000000000031,120.15999999999985
364,CASH_IN,180.71,C000005689,929.66,1110.37,C000013724,1057.45,1057.45,1,4,16,0.19417402703457762,180.70999999999992,0.0
491,CASH_OUT,94.45,C000005690,584.0,489.55,C000012346,1317.86,1317.86,0,11,21,0.16145299145299147,-94.44999999999999,0.0
431,PAYMENT,353.69,C000005691,13728.06,13374.37,C000016601,11624.41,11978.1,0,23,18,0.02576214249191132,-353.6899999999987,353.6900000000005
239,PAYMENT,1088.12,C000005692,3614.43,2526.31,C000011461,322.06,1410.18,0,23,10,0.3009655836235247,-1088.12,1088.1200000000001
304,PAYMENT,4653.71,C000005693,8217.91,3564.2,C000017514,13.51,4667.22,0,16,13,0.566219851537491,-4653.71,4653.71
298,CASH_OUT,472.4,C000005694,55.32,0.0,C000014574,4835.62,4835.62,1,10,13,8.38778409090909,-55.32,0.0
76,CASH_OUT,26.99,C000005695,4302.74,4275.75,C000011209,997.08,997.08,1,4,4,0.006271289622514371,-26.98999999999978,0.0
700,DEBIT,110.53,C000005696,1383.45,1272.92,C000013796,1161.3,1161.3,1,4,30,0.07983675827946116,-110.52999999999997,0.0
333,CASH_IN,127.65,C000005697,368.47,496.12,C000012509,70.99,70.99,0,21,14,0.34549489809727446,127.64999999999998,0.0
642,PAYMENT,415.42,C000005698,2713.45,2298.03,C000011668,14.55,429.97,0,18,27,0.15304021072408777,-415.4199999999996,415.42
474,PAYMENT,322.58,C000005699,15332.35,15009.77,C000019689,711.42,1034.0,0,18,20,0.02103780321977911,-322.5799999999999,322.58000000000004
283,PAYMENT,8962.4,C000005700,89263.01,80300.61,C000017740,239.81,9202.21,0,19,12,0.10040328683418995,-8962.399999999994,8962.4
591,PAYMENT,58.97,C000005701,4286.51,4227.54,C000016540,388.83,447.8,0,15,25,0.013753903780982435,-58.970000000000255,58.97000000000003
72,CASH_IN,320.38,C000005702,1028.94,1349.32,C000019624,141.27,141.27,0,0,4,0.31106666407751904,320.3799999999999,0.0
263,TRANSFER,16472.09,C000005703,939.87,0.0,C000017004,450.81,16922.9,1,23,11,17.507296438402754,-939.87,16472.09
703,CASH_OUT,46.04,C000005704,12640.97,12594.93,C000019122,104.87,104.87,0,7,30,0.0036418374667872176,-46.039999999999054,0.0
575,TRANSFER,198.4,C000005705,668.27,469.87,C000016678,8080.94,8279.34,0,23,24,0.2964423924574537,-198.39999999999998,198.40000000000055
12,PAYMENT,22.43,C000005706,7582.82,7560.39,C000013413,273.44,295.87,0,12,1,0.0029576123905894394,-22.42999999999938,22.430000000000007
141,PAYMENT,174.89,C000005707,4630.97,4456.08,C000017707,2254.66,2429.55,0,21,6,0.03775715300401341,-174.89000000000033,174.89000000000033
555,TRANSFER,31.17,C000005708,3923.16,3891.99,C000014310,1042.02,1073.19,0,3,24,0.00794310119872788,-31.170000000000073,31.170000000000073
17,CASH_OUT,1204.24,C000005709,283.67,0.0,C000016541,5412.63,5412.63,0,17,1,4.2303017529068745,-283.67,0.0
63,PAYMENT,199.27,C000005710,1745.09,1545.82,C000018784,576.58,775.85,0,15,3,0.11412355605953875,-199.26999999999998,199.26999999999998
253,CASH_OUT,22.86,C000005711,334.54,311.68,C000010366,2542.67,2542.67,0,13,11,0.06812898611193896,-22.860000000000014,0.0
465,DEBIT,797.22,C000005712,1233.52,436.3,C000015912,1708.49,1708.49,0,9,20,0.6457732560023329,-797.22,0.0
376,TRANSFER,212.58,C000005713,11798.27,11585.69,C000012222,8966.97,9179.55,0,16,16,0.018016368809256843,-212.57999999999993,212.57999999999993
520,CASH_OUT,997.88,C000005714,18893.76,17895.88,C000010273,1672.32,1672.32,0,16,22,0.05281252580080403,-997.8799999999974,0.0
90,TRANSFER,14.95,C000005715,4108.95,4094.0,C000013622,85.45,100.4,0,18,4,0.003637513838367863,-14.949999999999818,14.950000000000003
720,CASH_OUT,310.33,C000005716,1267.1,956.77,C000013643,279.34,279.34,0,0,31,0.24472044791420236,-310.3299999999999,0.0
630,CASH_OUT,696.93,C000005717,32278.25,31581.32,C000014586,35.39,35.39,0,6,27,0.02159065034038895,-696.9300000000003,0.0
175,CASH_IN,63.64,C000005718,1242.17,1305.81,C000010602,216.69,216.69,0,7,8,0.051191711511699926,63.63999999999987,0.0
76,PAYMENT,11.97,C000005719,542.65,530.68,C000018804,25.61,37.58,0,4,4,0.02201784236181367,-11.970000000000027,11.969999999999999
613,TRANSFER,136.56,C000005720,8473.72,8337.16,C000017479,1819.99,1956.55,0,13,26,0.016113806709838203,-136.5599999999995,136.55999999999995
663,PAYMENT,1730.61,C000005721,5923.02,4192.41,C000010327,11.08,1741.69,0,15,28,0.2921343952248642,-1730.6100000000006,1730.6100000000001
400,PAYMENT,1410.73,C000005722,1320.99,0.0,C000019899,47.76,1458.49,1,16,17,1.0671260750837752,-1320.99,1410.73
71,CASH_OUT,63.0,C000005723,3464.55,3401.55,C000014262,764.71,764.71,0,23,3,0.01817893263695517,-63.0,0.0
180,CASH_IN,11.4,C000005724,5786.25,5797.65,C000012928,2010.32,2010.32,0,12,8,0.0019698475096116465,11.399999999999636,0.0
124,PAYMENT,62.65,C000005725,4046.14,3983.49,C000012109,7.24,69.89,0,4,6,0.015480067405624713,-62.65000000000009,62.65
381,PAYMENT,58.15,C000005726,5933.73,5875.58,C000011965,852.47,910.62,0,21,16,0.009798255354498015,-58.149999999999636,58.14999999999998
293,PAYMENT,362.45,C000005727,1396.09,1033.64,C000019402,1463.91,1826.36,0,5,13,0.2594321053045974,-362.4499999999998,362.4499999999998
195,TRANSFER,120.3,C000005728,6564.08,6443.78,C000014460,13.96,134.26,0,3,9,0.018324224533440566,-120.30000000000018,120.29999999999998
228,PAYMENT,32.9,C000005729,3060.51,3027.61,C000019216,11.2,44.1,0,12,10,0.010746331058856575,-32.90000000000009,32.900000000000006
431,PAYMENT,1350.9,C000005730,1468.92,118.02,C000015302,412.53,1763.43,0,23,18,0.919029607053445,-1350.9,1350.9
436,CASH_OUT,196.54,C000005731,2061.47,1864.93,C000011755,1030.34,1030.34,0,4,19,0.09529350729950012,-196.53999999999974,0.0
461,PAYMENT,354.54,C000005732,2573.82,2219.28,C000012082,158.92,513.46,0,5,20,0.1376950621791038,-354.53999999999996,354.5400000000001
618,TRANSFER,4.71,C000005733,341.02,336.31,C000016282,610.97,615.68,0,18,26,0.01377112449564353,-4.7099999999999795,4.709999999999923
21,CASH_OUT,1.16,C000005734,1147.12,1145.96,C000017866,408.82,408.82,0,21,1,0.0010103473504511724,-1.1599999999998545,0.0
64,PAYMENT,8.37,C000005735,3285.78,3277.41,C000012076,21986.29,21994.66,0,16,3,0.0025465653314185916,-8.370000000000346,8.369999999998981
165,CASH_OUT,56.76,C000005736,392.88,336.12,C000014029,4.57,4.57,0,21,7,0.14410480349344978,-56.75999999999999,0.0
27,CASH_OUT,469.99,C000005737,1176.28,706.29,C000014202,157.6,157.6,1,3,2,0.3992168388148954,-469.99,0.0
311,CASH_OUT,1.37,C000005738,106613.72,106612.35,C000011257,184.91,184.91,0,23,13,1.2850007953873538e-05,-1.3699999999953434,0.0
285,TRANSFER,3589.27,C000005739,547.91,0.0,C000018388,13.13,3602.4,1,21,12,6.538904374123263,-547.91,3589.27
660,PAYMENT,208.75,C000005740,1676.19,1467.44,C000015971,824.84,1033.59,0,12,28,0.12446413346132519,-208.75,208.7499999999999
281,DEBIT,2254.29,C000005741,853.57,0.0,C000014298,130.94,130.94,1,17,12,2.63792316603672,-853.57,0.0
164,CASH_OUT,25.23,C000005742,2501.62,2476.39,C000012157,67.58,67.58,0,20,7,0.01008143465648001,-25.230000000000018,0.0
224,PAYMENT,406.56,C000005743,877.98,471.42,C000015858,33.0,439.56,0,8,10,0.4625361214134565,-406.56,406.56
146,PAYMENT,175.98,C000005744,2069.65,1893.67,C000010041,491.08,667.06,0,2,7,0.08498780576147585,-175.98000000000002,175.97999999999996
30,PAYMENT,761.56,C000005745,1014.53,252.97,C000018874,1065.26,1826.82,0,6,2,0.749913838094394,-761.56,761.56
45,PAYMENT,92.98,C000005746,14511.43,14418.45,C000012860,282.82,375.8,0,21,2,0.006406921514866911,-92.97999999999956,92.98000000000002
471,TRANSFER,382.39,C000005747,3369.28,2986.89,C000012463,2494.18,2876.57,0,15,20,0.11345941583488611,-382.3900000000003,382.3900000000003
34,PAYMENT,1345.32,C000005748,662.18,0.0,C000012038,852.12,2197.44,0,10,2,2.0285895232063695,-662.18,1345.3200000000002
653,PAYMENT,40.35,C000005749,10521.7,10481.35,C000011675,15085.06,15125.41,0,5,28,0.0038345671738242086,-40.350000000000364,40.350000000000364
427,CASH_OUT,240.93,C000005750,708.11,467.18,C000010364,45.49,45.49,0,19,18,0.33976392943266914,-240.93,0.0
221,PAYMENT,3.4,C000005751,285.4,282.0,C000012519,23.64,27.04,0,5,10,0.01187150837988827,-3.3999999999999773,3.3999999999999986
534,CASH_OUT,604.87,C000005752,2967.38,2362.51,C000018692,1350.58,1350.58,0,6,23,0.20377108052203557,-604.8699999999999,0.0
692,CASH_OUT,7400.66,C000005753,52098.77,44698.11,C000013054,233.79,233.79,1,20,29,0.14204784397320758,-7400.659999999996,0.0
367,PAYMENT,12.32,C000005754,192.19,179.87,C000012471,27.72,40.04,0,7,16,0.0637714167399969,-12.319999999999993,12.32
743,CASH_OUT,123.62,C000005755,404.85,281.23,C000010579,55.74,55.74,1,23,31,0.3045952938277689,-123.62,0.0
550,CASH_OUT,863.47,C000005756,9216.85,8353.38,C000018028,1796.56,1796.56,0,22,23,0.09367368746508134,-863.4700000000012,0.0
582,PAYMENT,158.04,C000005757,1137.42,979.38,C000015843,2681.07,2839.11,0,6,25,0.13882398411833943,-158.04000000000008,158.03999999999996
116,PAYMENT,206.48,C000005758,7464.57,7258.09,C000011258,1885.12,2091.6,0,20,5,0.02765763364351282,-206.47999999999956,206.48000000000002
239,TRANSFER,67.9,C000005759,848.75,780.85,C000016636,491.93,559.83,0,23,10,0.07990585466313622,-67.89999999999998,67.90000000000003
335,CASH_IN,63.04,C000005760,3688.38,3751.42,C000012973,254.99,254.99,0,23,14,0.017086881806699226,63.039999999999964,0.0
441,CASH_OUT,124.79,C000005761,40811.16,40686.37,C000015042,279.81,279.81,0,9,19,0.0030576671266602895,-124.79000000000087,0.0
148,PAYMENT,161.31,C000005762,496.76,335.45,C000016675,673.02,834.33,1,4,7,0.3240718418514947,-161.31,161.31000000000006
9,CASH_OUT,13.97,C000005763,13844.47,13830.5,C000013986,567.43,567.43,0,9,1,0.001008994277550708,-13.969999999999345,0.0
288,TRANSFER,130.05,C000005764,8263.14,8133.09,C000012989,56.69,186.74,1,0,13,0.015736664674122172,-130.04999999999927,130.05
388,TRANSFER,3418.88,C000005765,319.3,0.0,C000011525,3074.88,6493.76,1,4,17,10.673993131439275,-319.3,3418.88
50,CASH_OUT,64.18,C000005766,6893.61,6829.43,C000016488,442.27,442.27,0,2,3,0.009308720870361052,-64.17999999999938,0.0
517,TRANSFER,12.5,C000005767,3324.95,3312.45,C000015840,4.83,17.33,0,13,22,0.0037583246891865485,-12.5,12.499999999999998
638,DEBIT,109.64,C000005768,3417.42,3307.78,C000018444,32.98,32.98,0,14,27,0.03207329702026082,-109.63999999999987,0.0
587,CASH_OUT,35.54,C000005769,4938.3,4902.76,C000015673,175.87,175.87,1,11,25,0.007195351568035956,-35.539999999999964,0.0
677,CASH_OUT,10.21,C000005770,1762.43,1752.22,C000010382,614.24,614.24,0,5,29,0.0057898527301905945,-10.210000000000036,0.0
278,PAYMENT,196.04,C000005771,3311.47,3115.43,C000011805,409.71,605.75,0,14,12,0.05918242278420635,-196.03999999999996,196.04000000000002
300,DEBIT,35.85,C000005772,4282.01,4246.16,C000011988,100.31,100.31,0,12,13,0.008370281647719711,-35.850000000000364,0.0
589,CASH_IN,42.55,C000005773,9127.86,9170.41,C000015219,4758.61,4758.61,0,13,25,0.00466104201400832,42.54999999999927,0.0
649,PAYMENT,201.71,C000005774,301.65,99.94,C000012643,1809.11,2010.82,0,1,28,0.6664794316867669,-201.70999999999998,201.71000000000004
618,TRANSFER,6.91,C000005775,20667.73,20660.82,C000010024,376.56,383.47,0,18,26,0.000334321460486445,-6.9099999999998545,6.910000000000025
607,PAYMENT,4.56,C000005776,526.93,522.37,C000010353,17.67,22.23,0,7,26,0.008637508760631145,-4.559999999999945,4.559999999999999
135,CASH_OUT,567.79,C000005777,9343.56,8775.77,C000016217,218.89,218.89,1,15,6,0.060761555386235414,-567.789999999999,0.0
580,CASH_OUT,3.12,C000005778,3358.22,3355.1,C000014089,189.79,189.79,0,4,25,0.0009287870398485364,-3.119999999999891,0.0
147,PAYMENT,21.04,C000005779,436.27,415.23,C000010771,13.97,35.01,1,3,7,0.04811672422073319,-21.039999999999964,21.04
490,DEBIT,4.06,C000005780,6582.82,6578.76,C000014754,1143.94,1143.94,0,10,21,0.0006166632745123651,-4.059999999999491,0.0
478,PAYMENT,56.13,C000005781,721.9,665.77,C000015570,587.64,643.77,0,22,20,0.0776455941347351,-56.129999999999995,56.129999999999995
159,CASH_OUT,349.37,C000005782,14812.01,14462.64,C000011748,58.05,58.05,0,15,7,0.023585348285054826,-349.3700000000008,0.0
384,TRANSFER,185.8,C000005783,1026.33,840.53,C000019243,662.69,848.49,0,0,17,0.18085717344962185,-185.79999999999995,185.79999999999995
163,PAYMENT,17743.01,C000005784,316.56,0.0,C000015476,2850.22,20593.23,0,19,7,55.87293739765713,-316.56,17743.01
441,PAYMENT,1304.83,C000005785,29755.45,28450.62,C000010622,1120.51,2425.34,0,9,19,0.04385032488754539,-1304.8300000000017,1304.8300000000002
189,PAYMENT,23.05,C000005786,3912.71,3889.66,C000010019,125.11,148.16,0,21,8,0.005889552368468793,-23.050000000000182,23.049999999999997
415,CASH_OUT,13.54,C000005787,10946.63,10933.09,C000018986,48710.45,48710.45,0,7,18,0.0012367973707551314,-13.539999999999054,0.0
339,TRANSFER,33302.1,C000005788,831.13,0.0,C000013342,965.04,34267.14,1,3,15,40.02030932666771,-831.13,33302.1
607,PAYMENT,1242.83,C000005789,174.56,0.0,C000017727,115.46,1358.29,0,7,26,7.079232171337434,-174.56,1242.83
181,PAYMENT,482.38,C000005790,36783.46,36301.08,C000011903,10498.28,10980.66,0,13,8,0.013113689857075516,-482.3799999999974,482.3799999999992
288,PAYMENT,172.38,C000005791,2952.36,2779.98,C000014638,11.08,183.46,0,0,13,0.05836741880434488,-172.3800000000001,172.38
187,CASH_OUT,256.48,C000005792,6229.35,5972.87,C000011941,39.12,39.12,1,19,8,0.04116622661648222,-256.4800000000005,0.0
138,CASH_OUT,7.66,C000005793,7981.6,7973.94,C000011207,150.39,150.39,0,18,6,0.0009595871019467341,-7.660000000000764,0.0
130,PAYMENT,203.18,C000005794,1802.47,1599.29,C000017838,2831.67,3034.85,0,10,6,0.11266059318979522,-203.18000000000006,203.17999999999984
194,TRANSFER,171.14,C000005795,4185.34,4014.2,C000014081,107.31,278.45,0,2,9,0.04088057826167965,-171.14000000000033,171.14
316,PAYMENT,24.33,C000005796,32562.9,32538.57,C000010165,313.34,337.67,0,4,14,0.0007471463798869299,-24.330000000001746,24.33000000000004
144,CASH_IN,50.55,C000005797,2839.37,2889.92,C000016953,64.04,64.04,0,0,7,0.017796977154384816,50.55000000000018,0.0
16,CASH_IN,3072.83,C000005798,12248.42,15321.25,C000011212,1640.11,1640.11,0,16,1,0.2508551425291973,3072.83,0.0
302,CASH_OUT,115.54,C000005799,150.37,34.83,C000013160,1045.23,1045.23,0,14,13,0.7632952368368897,-115.54,0.0
423,CASH_IN,9342.63,C000005800,16084.98,25427.61,C000019674,22.1,22.1,1,15,18,0.5807933368063369,9342.630000000001,0.0
245,DEBIT,4.57,C000005801,303.99,299.42,C000011496,367.31,367.31,0,5,11,0.01498409783927342,-4.569999999999993,0.0
107,DEBIT,52.23,C000005802,13549.61,13497.38,C000019985,668.3,668.3,0,11,5,0.003854439025254213,-52.23000000000138,0.0
88,TRANSFER,6.72,C000005803,5355.86,5349.14,C000012420,276.58,283.3,0,16,4,0.0012544662358172512,-6.719999999999345,6.720000000000027
129,PAYMENT,13.21,C000005804,2581.48,2568.27,C000017971,350.48,363.69,0,9,6,0.005115238065735262,-13.210000000000036,13.20999999999998
341,PAYMENT,28.32,C000005805,2567.32,2539.0,C000017685,101.51,129.83,0,5,15,0.011026663344131571,-28.320000000000164,28.320000000000007
4,PAYMENT,278.83,C000005806,2040.4,1761.57,C000018557,2124.14,2402.97,0,4,1,0.13658763593612225,-278.83000000000015,278.8299999999999
327,CASH_OUT,253.07,C000005807,870.44,617.37,C000017205,87.55,87.55,0,15,14,0.2904043881391719,-253.07000000000005,0.0
410,PAYMENT,38.15,C000005808,2188.64,2150.49,C000014215,2660.94,2699.09,0,2,18,0.01742295537165927,-38.15000000000009,38.15000000000009
306,PAYMENT,1.72,C000005809,81804.59,81802.87,C000010409,401.91,403.63,0,18,13,2.1025458040214613e-05,-1.7200000000011642,1.7199999999999704
607,TRANSFER,2850.89,C000005810,21024.84,18173.95,C000010363,149.45,3000.34,1,7,26,0.13558982661334815,-2850.8899999999994,2850.8900000000003
721,PAYMENT,83.8,C000005811,807.14,723.34,C000013441,357.38,441.18,0,1,31,0.10369490434825648,-83.79999999999995,83.80000000000001
225,TRANSFER,15.92,C000005812,4453.88,4437.96,C000015273,478.22,494.14,0,9,10,0.0035736091656789854,-15.920000000000073,15.919999999999959
348,CASH_IN,257.2,C000005813,3442.55,3699.75,C000014419,202.07,202.07,0,12,15,0.07469036314268704,257.1999999999998,0.0
321,CASH_OUT,223.38,C000005814,2408.02,2184.64,C000010758,188.84,188.84,1,9,14,0.0927265028932927,-223.3800000000001,0.0
559,CASH_OUT,77.84,C000005815,662.38,584.54,C000017892,54.35,54.35,0,7,24,0.11733847869999096,-77.84000000000003,0.0
181,TRANSFER,199.75,C000005816,5818.79,5619.04,C000017646,7160.36,7360.11,0,13,8,0.03432254428424393,-199.75,199.75
618,TRANSFER,14.73,C000005817,10605.28,10590.55,C000018640,79.85,94.58,0,18,26,0.0013887998431118167,-14.730000000001382,14.730000000000004
711,PAYMENT,678.46,C000005818,853.33,174.87,C000012752,35.35,713.81,0,15,30,0.7941427785516135,-678.46,678.4599999999999
386,DEBIT,20.21,C000005819,56011.49,55991.28,C000011792,958.65,958.65,0,2,17,0.00036081238309527036,-20.209999999999127,0.0
618,PAYMENT,44.21,C000005820,29231.58,29187.37,C000017123,9.26,53.47,0,18,26,0.0015123536820903251,-44.210000000002765,44.21
108,PAYMENT,543.27,C000005821,6783.5,6240.23,C000012390,425.36,968.63,0,12,5,0.08007517134645147,-543.2700000000004,543.27
531,CASH_OUT,1648.99,C000005822,469.85,0.0,C000015387,43.55,43.55,0,3,23,3.5021556759052777,-469.85,0.0
410,PAYMENT,3538.82,C000005823,5443.15,1904.33,C000018055,976.04,4514.86,0,2,18,0.6500225012169026,-3538.8199999999997,3538.8199999999997
296,PAYMENT,1226.1,C000005824,4550.38,3324.28,C000017506,274.67,1500.77,0,8,13,0.2693908221242788,-1226.1,1226.1
171,PAYMENT,77.62,C000005825,6436.45,6358.83,C000017583,68.38,146.0,1,3,8,0.012057569379179645,-77.61999999999989,77.62
331,PAYMENT,6.81,C000005826,32392.96,32386.15,C000010291,285.16,291.97,0,19,14,0.0002102243751612955,-6.809999999997672,6.810000000000002
493,PAYMENT,2465.4,C000005827,2289.39,0.0,C000018364,967.79,3433.19,1,13,21,1.0764105676325866,-2289.39,2465.4
195,PAYMENT,2301.67,C000005828,64327.33,62025.66,C000010301,164.46,2466.13,0,3,9,0.03578003657175618,-2301.6699999999983,2301.67
12,CASH_OUT,38.71,C000005829,5484.91,5446.2,C000018116,192.47,192.47,0,12,1,0.007056258669938078,-38.710000000000036,0.0
195,DEBIT,936.71,C000005830,1928.13,991.42,C000017433,2578.35,2578.35,0,3,9,0.48556084867271776,-936.7100000000002,0.0
490,PAYMENT,76.37,C000005831,108995.93,108919.56,C000013167,925.57,1001.94,0,10,21,0.0007006619360747134,-76.36999999999534,76.37
182,DEBIT,2988.58,C000005832,10350.99,7362.41,C000011747,156.43,156.43,0,14,8,0.28869618305272704,-2988.58,0.0
656,PAYMENT,53.0,C000005833,1507.03,1454.03,C000018707,474.35,527.35,0,8,28,0.03514518941930864,-53.0,53.0
316,PAYMENT,7764.39,C000005834,3382.35,0.0,C000018871,212.77,7977.16,0,4,14,2.2948822912202402,-3382.35,7764.389999999999
694,PAYMENT,714.97,C000005835,7729.89,7014.92,C000015008,3202.65,3917.62,0,22,29,0.09248223684465824,-714.9700000000003,714.9699999999998
30,CASH_OUT,5405.05,C000005836,2377.27,0.0,C000010344,13.34,13.34,1,6,2,2.272681402868472,-2377.27,0.0
596,TRANSFER,58.7,C000005837,3644.09,3585.39,C000010029,1208.35,1267.05,0,20,25,0.01610385477450488,-58.70000000000027,58.700000000000045
678,CASH_OUT,333.64,C000005838,874.97,541.33,C000017237,1057.74,1057.74,0,6,29,0.38088062376565407,-333.64,0.0
96,CASH_OUT,21.36,C000005839,237.99,216.63,C000010107,92.93,92.93,0,0,5,0.08937612452403866,-21.360000000000014,0.0
381,TRANSFER,802.7,C000005840,3496.89,2694.19,C000015812,65.81,868.51,1,21,16,0.22948120152434756,-802.6999999999998,802.7
444,CASH_OUT,896.13,C000005841,3677.7,2781.57,C000015784,4062.08,4062.08,0,12,19,0.24359964117758992,-896.1299999999997,0.0
298,CASH_IN,17926.72,C000005842,6572.7,24499.42,C000013361,264.23,264.23,1,10,13,2.7270365243318073,17926.719999999998,0.0
737,PAYMENT,389.19,C000005843,1256.04,866.85,C000010490,7137.44,7526.63,0,17,31,0.30960828613250174,-389.18999999999994,389.1900000000005
361,PAYMENT,631.56,C000005844,399.08,0.0,C000013761,52.89,684.45,1,1,16,1.5785842831433712,-399.08,631.5600000000001
374,CASH_OUT,57.88,C000005845,700.65,642.77,C000018149,338.68,338.68,1,14,16,0.08249127057649826,-57.879999999999995,0.0
554,CASH_OUT,438.24,C000005846,14522.44,14084.2,C000018470,129.31,129.31,0,2,24,0.030174669362079506,-438.2399999999998,0.0
303,PAYMENT,69.42,C000005847,1096.72,1027.3,C000014077,172.59,242.01,0,15,13,0.06324017053529134,-69.42000000000007,69.41999999999999
421,PAYMENT,187.11,C000005848,1535.91,1348.8,C000015960,800.29,987.4,0,13,18,0.12174427910547787,-187.11000000000013,187.11
246,TRANSFER,210.4,C000005849,1865.68,1655.28,C000019566,89.66,300.06,0,6,11,0.11271348061799559,-210.4000000000001,210.4
720,TRANSFER,73.36,C000005850,1177.43,1104.07,C000018820,283.74,357.1,0,0,31,0.062252318763100056,-73.36000000000013,73.36000000000001
237,PAYMENT,168.32,C000005851,1053.83,885.51,C000012696,88.49,256.81,0,21,10,0.1595707365167847,-168.31999999999994,168.32
534,CASH_IN,70.06,C000005852,806.99,877.05,C000019363,1355.55,1355.55,0,6,23,0.08670899392319212,70.05999999999995,0.0
185,CASH_OUT,69.45,C000005853,24367.0,24297.55,C000010678,18840.52,18840.52,0,17,8,0.0028500492449113593,-69.45000000000073,0.0
468,TRANSFER,1278.35,C000005854,8268.03,6989.68,C000015812,5387.07,6665.42,0,12,20,0.15459491621145405,-1278.3500000000004,1278.3500000000004
363,CASH_OUT,210.78,C000005855,19374.85,19164.07,C000013402,58.61,58.61,0,3,16,0.010878490492030027,-210.77999999999884,0.0
283,DEBIT,297.12,C000005856,26212.97,25915.85,C000012443,155.75,155.75,0,19,12,0.011334414436271957,-297.1200000000026,0.0
553,PAYMENT,8.05,C000005857,87.81,79.76,C000010555,363.57,371.62,0,1,24,0.09064294561423264,-8.049999999999997,8.050000000000011
336,PAYMENT,346.17,C000005858,4989.95,4643.78,C000018995,6.8,352.97,0,0,15,0.06935954076879151,-346.1700000000001,346.17
162,TRANSFER,428.74,C000005859,1237.36,808.62,C000011163,362.23,790.97,1,18,7,0.3462159630479021,-428.7399999999999,428.74
160,CASH_OUT,66.91,C000005860,15918.14,15851.23,C000010424,1045.68,1045.68,0,16,7,0.004203116500011935,-66.90999999999985,0.0
474,PAYMENT,9605.19,C000005861,980.24,0.0,C000019469,390.28,9995.47,0,18,20,9.788828421181362,-980.24,9605.189999999999
601,CASH_IN,1.52,C000005862,613.25,614.77,C000018608,331.7,331.7,0,1,26,0.0024745624745624744,1.5199999999999818,0.0
322,TRANSFER,712.47,C000005863,346.86,0.0,C000012006,108.42,820.89,0,10,14,2.048151555223366,-346.86,712.47
12,PAYMENT,617.46,C000005864,1893.13,1275.67,C000012864,201.27,818.73,0,12,1,0.32598607276163727,-617.46,617.46
424,PAYMENT,438.41,C000005865,11759.51,11321.1,C000012013,155.68,594.09,0,16,18,0.037278145250503596,-438.40999999999985,438.41
73,PAYMENT,211.12,C000005866,4377.58,4166.46,C000014310,50.42,261.54,0,1,4,0.04821654508996068,-211.1199999999999,211.12
588,CASH_OUT,446.46,C000005867,490.8,44.34,C000016582,2574.46,2574.46,0,12,25,0.9078080520536803,-446.46000000000004,0.0
201,CASH_IN,842.48,C000005868,75281.42,76123.9,C000017648,9474.57,9474.57,0,9,9,0.011190926115286942,842.4799999999959,0.0
522,TRANSFER,34.75,C000005869,7897.55,7862.8,C000017016,118.32,153.07,0,18,22,0.004399541688031347,-34.75,34.75
505,CASH_IN,269.99,C000005870,9567.38,9837.37,C000013872,53.04,53.04,0,1,22,0.028216897740265336,269.9900000000016,0.0
738,DEBIT,102.86,C000005871,20486.95,20384.09,C000016750,88.83,88.83,0,18,31,0.005020512057087215,-102.86000000000058,0.0
688,TRANSFER,16.65,C000005872,254.6,237.95,C000016012,57.25,73.9,0,16,29,0.06514084507042253,-16.650000000000006,16.650000000000006
39,CASH_OUT,622.87,C000005873,759.64,136.77,C000011618,156.9,156.9,0,15,2,0.818876209507783,-622.87,0.0
60,TRANSFER,48.0,C000005874,10244.71,10196.71,C000011644,686.13,734.13,1,12,3,0.00468488762613816,-48.0,48.0
578,TRANSFER,7.42,C000005875,883.5,876.08,C000015699,4464.38,4471.8,0,2,25,0.008388920293951385,-7.419999999999959,7.420000000000073
